id_sewa,nama_barang,jenis,tanggal_sewa,durasi_sewa,hari,bulan,stok_saat_itu,total_biaya
MIP-02483,TV Samsung 50 Inch,TV,2024-09-21,10,Saturday,9,9,5004764
MIP-02484,Screen 2x3,Screen,2024-09-12,9,Thursday,9,15,3400980
MIP-02485,TV Samsung 50 Inch,TV,2024-09-12,2,Thursday,9,12,956687
MIP-02486,Epson 6000 Lumens,Proyektor,2024-02-06,8,Tuesday,2,6,5907851
MIP-02487,TV Samsung 75 Inch,TV,2025-05-18,8,Sunday,5,1,12661895
MIP-02488,TV Samsung 75 Inch,TV,2025-05-14,4,Wednesday,5,2,5735740
MIP-02489,TV Samsung 50 Inch,TV,2024-05-26,7,Sunday,5,12,3094627
MIP-02490,TV LG 43 Inch,TV,2024-11-18,7,Monday,11,9,1846686
MIP-02491,Epson 10000 Lumens,Proyektor,2024-10-17,2,Thursday,10,3,3397095
MIP-02492,Screen 3x4,Screen,2025-09-04,9,Thursday,9,2,5002641
MIP-02493,Screen 2x3,Screen,2025-08-23,5,Saturday,8,16,1701921
MIP-02494,TV Samsung 50 Inch,TV,2024-12-28,3,Saturday,12,5,1344175
MIP-02495,TV Sony 65 Inch,TV,2024-12-07,2,Saturday,12,1,1924395
MIP-02496,TV Samsung 50 Inch,TV,2024-05-30,2,Thursday,5,10,790271
MIP-02497,TV Samsung 75 Inch,TV,2025-02-27,4,Thursday,2,3,6808429
MIP-02498,TV LG 43 Inch,TV,2025-04-27,2,Sunday,4,9,445155
MIP-02499,Epson 6000 Lumens,Proyektor,2025-12-30,6,Tuesday,12,10,5027214
MIP-02500,TV Panasonic 43 Inch,TV,2025-11-16,9,Sunday,11,9,2053080
MIP-02501,TV Sony 65 Inch,TV,2025-06-04,3,Wednesday,6,1,2980055
MIP-02502,TV LG 43 Inch,TV,2025-07-30,6,Wednesday,7,4,1555713
MIP-02503,Screen 2x3,Screen,2024-01-27,10,Saturday,1,8,3232132
MIP-02504,TV Samsung 75 Inch,TV,2024-12-29,5,Sunday,12,6,9032008
MIP-02505,TV Samsung 75 Inch,TV,2024-09-08,9,Sunday,9,5,11696050
MIP-02506,TV LG 43 Inch,TV,2024-11-26,2,Tuesday,11,6,437705
MIP-02507,TV Sony 65 Inch,TV,2024-09-09,6,Monday,9,2,4860145
MIP-02508,TV Panasonic 43 Inch,TV,2024-08-21,4,Wednesday,8,10,937602
MIP-02509,TV Panasonic 43 Inch,TV,2025-11-13,10,Thursday,11,13,2501710
MIP-02510,TV Panasonic 43 Inch,TV,2025-01-02,4,Thursday,1,12,964370
MIP-02511,TV Samsung 50 Inch,TV,2024-07-18,3,Thursday,7,7,1408335
MIP-02512,Epson 6000 Lumens,Proyektor,2025-06-27,1,Friday,6,9,950284
MIP-02513,Screen 3x4,Screen,2025-03-11,4,Tuesday,3,6,2257294
MIP-02514,TV Samsung 75 Inch,TV,2024-05-09,6,Thursday,5,7,10323963
MIP-02515,TV Samsung 75 Inch,TV,2025-01-02,10,Thursday,1,4,15523335
MIP-02516,TV LG 43 Inch,TV,2025-05-22,9,Thursday,5,10,2113254
MIP-02517,Epson 10000 Lumens,Proyektor,2024-04-30,3,Tuesday,4,3,5258694
MIP-02518,TV Samsung 50 Inch,TV,2024-09-28,9,Saturday,9,2,4393074
MIP-02519,Epson 6000 Lumens,Proyektor,2025-03-29,2,Saturday,3,8,1859964
MIP-02520,TV Samsung 50 Inch,TV,2024-06-19,6,Wednesday,6,4,2731065
MIP-02521,Epson 10000 Lumens,Proyektor,2025-05-10,10,Saturday,5,4,14956169
MIP-02522,Epson 10000 Lumens,Proyektor,2025-07-13,5,Sunday,7,3,8191158
MIP-02523,TV Samsung 75 Inch,TV,2024-02-18,10,Sunday,2,5,14255220
MIP-02524,TV Sony 65 Inch,TV,2024-09-05,4,Thursday,9,5,3677191
MIP-02525,TV Samsung 50 Inch,TV,2025-03-24,4,Monday,3,2,1552050
MIP-02526,TV Samsung 75 Inch,TV,2024-04-23,8,Tuesday,4,8,13623607
MIP-02527,Epson 6000 Lumens,Proyektor,2025-10-18,3,Saturday,10,11,2834380
MIP-02528,Screen 2x3,Screen,2025-07-02,10,Wednesday,7,19,3358212
MIP-02529,TV Samsung 75 Inch,TV,2024-04-05,5,Friday,4,8,6408371
MIP-02530,TV LG 43 Inch,TV,2025-03-24,6,Monday,3,7,1643508
MIP-02531,TV Samsung 50 Inch,TV,2025-03-30,3,Sunday,3,3,1220764
MIP-02532,Screen 2x3,Screen,2024-02-01,8,Thursday,2,11,2659080
MIP-02533,TV Panasonic 43 Inch,TV,2024-03-11,4,Monday,3,7,1116245
MIP-02534,TV Samsung 50 Inch,TV,2025-03-09,3,Sunday,3,6,1437999
MIP-02535,TV LG 43 Inch,TV,2024-07-15,6,Monday,7,7,1574635
MIP-02536,TV Sony 65 Inch,TV,2025-12-05,10,Friday,12,4,9971892
MIP-02537,TV Samsung 75 Inch,TV,2024-10-15,6,Tuesday,10,4,8551191
MIP-02538,Epson 10000 Lumens,Proyektor,2024-10-28,10,Monday,10,4,17263538
MIP-02539,TV Samsung 75 Inch,TV,2024-04-19,6,Friday,4,4,8653333
MIP-02540,Screen 2x3,Screen,2025-07-26,7,Saturday,7,15,2186193
MIP-02541,TV Panasonic 43 Inch,TV,2025-11-07,1,Friday,11,2,257707
MIP-02542,Screen 3x4,Screen,2024-08-21,1,Wednesday,8,5,524480
MIP-02543,TV Samsung 50 Inch,TV,2024-12-22,3,Sunday,12,8,1666070
MIP-02544,TV Panasonic 43 Inch,TV,2024-04-14,2,Sunday,4,1,531565
MIP-02545,TV LG 43 Inch,TV,2025-09-15,6,Monday,9,3,1510893
MIP-02546,Epson 6000 Lumens,Proyektor,2024-12-28,9,Saturday,12,15,8850709
MIP-02547,Epson 6000 Lumens,Proyektor,2024-08-07,2,Wednesday,8,5,1704226
MIP-02548,TV Samsung 75 Inch,TV,2025-11-10,3,Monday,11,2,4998860
MIP-02549,TV Sony 65 Inch,TV,2025-07-04,7,Friday,7,4,5727291
MIP-02550,TV LG 43 Inch,TV,2024-08-27,8,Tuesday,8,4,1750861
MIP-02551,Epson 6000 Lumens,Proyektor,2024-10-22,9,Tuesday,10,10,7942461
MIP-02552,Screen 3x4,Screen,2025-11-11,9,Tuesday,11,10,5139879
MIP-02553,TV Sony 65 Inch,TV,2024-06-05,8,Wednesday,6,4,6122782
MIP-02554,TV Samsung 50 Inch,TV,2024-09-08,3,Sunday,9,7,1461418
MIP-02555,TV Samsung 75 Inch,TV,2025-10-03,10,Friday,10,4,15568647
MIP-02556,Epson 6000 Lumens,Proyektor,2024-05-12,9,Sunday,5,10,6992612
MIP-02557,TV LG 43 Inch,TV,2024-02-29,6,Thursday,2,6,1556552
MIP-02558,TV Samsung 75 Inch,TV,2025-01-31,2,Friday,1,4,3264110
MIP-02559,Epson 10000 Lumens,Proyektor,2024-11-22,2,Friday,11,3,3621028
MIP-02560,TV Samsung 75 Inch,TV,2025-08-31,2,Sunday,8,5,3007653
MIP-02561,TV LG 43 Inch,TV,2024-03-11,5,Monday,3,4,1078887
MIP-02562,Screen 3x4,Screen,2024-09-04,1,Wednesday,9,6,631975
MIP-02563,Epson 6000 Lumens,Proyektor,2024-03-06,4,Wednesday,3,2,3109976
MIP-02564,TV Samsung 50 Inch,TV,2025-07-09,4,Wednesday,7,8,1998495
MIP-02565,TV Samsung 75 Inch,TV,2025-09-24,3,Wednesday,9,7,4168473
MIP-02566,Epson 10000 Lumens,Proyektor,2025-03-06,8,Thursday,3,3,15989710
MIP-02567,TV LG 43 Inch,TV,2024-03-16,3,Saturday,3,1,786897
MIP-02568,Screen 3x4,Screen,2024-08-02,1,Friday,8,8,586592
MIP-02569,TV Panasonic 43 Inch,TV,2024-02-10,3,Saturday,2,4,853504
MIP-02570,TV Samsung 75 Inch,TV,2025-11-02,1,Sunday,11,6,1477868
MIP-02571,Screen 3x4,Screen,2024-03-27,7,Wednesday,3,2,4291986
MIP-02572,TV Panasonic 43 Inch,TV,2025-09-20,7,Saturday,9,9,1895613
MIP-02573,Epson 10000 Lumens,Proyektor,2024-10-31,10,Thursday,10,4,19516015
MIP-02574,Epson 6000 Lumens,Proyektor,2025-03-16,2,Sunday,3,6,1828268
MIP-02575,Screen 3x4,Screen,2024-05-01,3,Wednesday,5,7,1597664
MIP-02576,TV Panasonic 43 Inch,TV,2025-02-09,3,Sunday,2,5,770348
MIP-02577,TV Sony 65 Inch,TV,2024-11-26,2,Tuesday,11,2,1364733
MIP-02578,Epson 6000 Lumens,Proyektor,2025-01-10,3,Friday,1,14,2177319
MIP-02579,Screen 2x3,Screen,2025-09-18,8,Thursday,9,3,2657416
MIP-02580,Epson 10000 Lumens,Proyektor,2024-01-11,4,Thursday,1,5,6211919
MIP-02581,TV Samsung 75 Inch,TV,2025-06-16,8,Monday,6,6,14264287
MIP-02582,Screen 3x4,Screen,2024-02-22,5,Thursday,2,7,2718329
MIP-02583,TV Sony 65 Inch,TV,2024-11-27,4,Wednesday,11,5,2943371
MIP-02584,TV Sony 65 Inch,TV,2025-01-01,8,Wednesday,1,4,6961315
MIP-02585,Epson 6000 Lumens,Proyektor,2025-06-05,4,Thursday,6,13,3925074
MIP-02586,TV Samsung 50 Inch,TV,2024-09-11,10,Wednesday,9,5,4577857
MIP-02587,TV Samsung 50 Inch,TV,2024-12-23,4,Monday,12,9,2127699
MIP-02588,TV Samsung 75 Inch,TV,2024-03-23,10,Saturday,3,6,16868594
MIP-02589,Epson 6000 Lumens,Proyektor,2024-03-19,6,Tuesday,3,6,4462973
MIP-02590,TV Sony 65 Inch,TV,2024-07-19,6,Friday,7,5,4203859
MIP-02591,Screen 2x3,Screen,2024-03-17,9,Sunday,3,7,3478824
MIP-02592,Epson 10000 Lumens,Proyektor,2025-12-25,1,Thursday,12,4,2112486
MIP-02593,TV Panasonic 43 Inch,TV,2025-05-11,1,Sunday,5,1,272709
MIP-02594,TV LG 43 Inch,TV,2024-08-02,1,Friday,8,10,217908
MIP-02595,TV LG 43 Inch,TV,2025-05-08,4,Thursday,5,6,1114018
MIP-02596,TV Panasonic 43 Inch,TV,2025-02-15,10,Saturday,2,9,2481612
MIP-02597,Epson 6000 Lumens,Proyektor,2024-11-30,9,Saturday,11,2,7406833
MIP-02598,TV Sony 65 Inch,TV,2024-07-13,1,Saturday,7,1,801757
MIP-02599,TV Samsung 50 Inch,TV,2025-10-30,5,Thursday,10,9,2079268
MIP-02600,Epson 6000 Lumens,Proyektor,2024-12-25,3,Wednesday,12,13,3173453
MIP-02601,TV Panasonic 43 Inch,TV,2025-01-28,8,Tuesday,1,1,1863772
MIP-02602,Epson 6000 Lumens,Proyektor,2025-07-01,10,Tuesday,7,9,7359575
MIP-02603,TV Samsung 75 Inch,TV,2025-07-01,8,Tuesday,7,6,11142275
MIP-02604,TV LG 43 Inch,TV,2025-01-16,8,Thursday,1,4,1857387
MIP-02605,TV Panasonic 43 Inch,TV,2025-05-25,4,Sunday,5,10,893043
MIP-02606,TV LG 43 Inch,TV,2024-12-06,1,Friday,12,8,248532
MIP-02607,TV Panasonic 43 Inch,TV,2025-03-29,3,Saturday,3,10,776336
MIP-02608,Screen 2x3,Screen,2024-06-09,2,Sunday,6,19,770974
MIP-02609,TV Samsung 75 Inch,TV,2025-12-03,4,Wednesday,12,1,7140450
MIP-02610,Screen 3x4,Screen,2024-11-11,5,Monday,11,2,2972820
MIP-02611,TV LG 43 Inch,TV,2024-10-24,4,Thursday,10,8,1133896
MIP-02612,TV LG 43 Inch,TV,2024-08-09,2,Friday,8,2,427881
MIP-02613,TV LG 43 Inch,TV,2025-07-25,8,Friday,7,1,1754374
MIP-02614,Screen 3x4,Screen,2024-11-02,2,Saturday,11,8,1148999
MIP-02615,TV Samsung 75 Inch,TV,2024-06-26,4,Wednesday,6,8,7311856
MIP-02616,Epson 10000 Lumens,Proyektor,2024-03-15,7,Friday,3,5,11726595
MIP-02617,Screen 3x4,Screen,2025-02-10,5,Monday,2,10,3092644
MIP-02618,Screen 3x4,Screen,2025-07-12,2,Saturday,7,3,940194
MIP-02619,TV Samsung 75 Inch,TV,2024-10-28,9,Monday,10,3,14831080
MIP-02620,TV Panasonic 43 Inch,TV,2025-07-09,9,Wednesday,7,3,1918359
MIP-02621,TV Samsung 75 Inch,TV,2024-02-25,5,Sunday,2,5,7093587
MIP-02622,TV Panasonic 43 Inch,TV,2024-01-22,2,Monday,1,1,518446
MIP-02623,TV Samsung 75 Inch,TV,2025-01-18,7,Saturday,1,2,9425384
MIP-02624,Epson 10000 Lumens,Proyektor,2025-07-14,9,Monday,7,4,15917251
MIP-02625,Epson 10000 Lumens,Proyektor,2024-02-05,4,Monday,2,5,7075163
MIP-02626,TV Samsung 75 Inch,TV,2025-04-01,10,Tuesday,4,7,14289508
MIP-02627,TV LG 43 Inch,TV,2024-07-16,4,Tuesday,7,5,935382
MIP-02628,Epson 10000 Lumens,Proyektor,2025-01-31,6,Friday,1,3,9094743
MIP-02629,TV Samsung 50 Inch,TV,2024-12-06,3,Friday,12,9,1597824
MIP-02630,TV LG 43 Inch,TV,2024-10-23,4,Wednesday,10,8,1013432
MIP-02631,TV LG 43 Inch,TV,2025-10-09,4,Thursday,10,6,1062265
MIP-02632,Epson 6000 Lumens,Proyektor,2025-12-05,4,Friday,12,7,3962758
MIP-02633,TV Samsung 50 Inch,TV,2024-07-08,6,Monday,7,6,2742182
MIP-02634,TV Samsung 50 Inch,TV,2024-01-07,4,Sunday,1,9,1787398
MIP-02635,Screen 3x4,Screen,2025-05-27,9,Tuesday,5,5,5454190
MIP-02636,Screen 3x4,Screen,2025-07-02,7,Wednesday,7,2,3854691
MIP-02637,TV Samsung 50 Inch,TV,2025-09-29,1,Monday,9,12,478047
MIP-02638,TV Samsung 50 Inch,TV,2024-10-07,7,Monday,10,10,3176925
MIP-02639,TV Samsung 75 Inch,TV,2024-09-13,4,Friday,9,2,6666861
MIP-02640,Epson 6000 Lumens,Proyektor,2024-10-30,3,Wednesday,10,5,2295107
MIP-02641,Screen 3x4,Screen,2025-02-24,2,Monday,2,9,1046140
MIP-02642,Screen 3x4,Screen,2025-12-16,4,Tuesday,12,10,2335124
MIP-02643,TV Panasonic 43 Inch,TV,2024-03-20,4,Wednesday,3,14,853871
MIP-02644,Screen 2x3,Screen,2024-04-09,4,Tuesday,4,3,1325143
MIP-02645,TV Panasonic 43 Inch,TV,2025-05-22,2,Thursday,5,4,485940
MIP-02646,Epson 10000 Lumens,Proyektor,2025-06-19,5,Thursday,6,5,10555353
MIP-02647,TV Samsung 50 Inch,TV,2024-09-28,4,Saturday,9,8,2000826
MIP-02648,Epson 10000 Lumens,Proyektor,2024-08-24,5,Saturday,8,4,9147930
MIP-02649,TV Samsung 50 Inch,TV,2025-04-05,1,Saturday,4,10,407114
MIP-02650,TV LG 43 Inch,TV,2025-10-28,5,Tuesday,10,1,1318297
MIP-02651,Epson 10000 Lumens,Proyektor,2024-06-25,8,Tuesday,6,1,14610951
MIP-02652,Screen 2x3,Screen,2025-02-02,5,Sunday,2,12,1558749
MIP-02653,Epson 10000 Lumens,Proyektor,2024-08-18,10,Sunday,8,2,19864742
MIP-02654,TV LG 43 Inch,TV,2024-08-16,3,Friday,8,1,649820
MIP-02655,Screen 3x4,Screen,2025-01-16,7,Thursday,1,7,4203835
MIP-02656,Screen 2x3,Screen,2025-11-09,9,Sunday,11,17,2879134
MIP-02657,TV LG 43 Inch,TV,2024-01-29,5,Monday,1,2,1103069
MIP-02658,TV Samsung 50 Inch,TV,2025-12-18,2,Thursday,12,8,955542
MIP-02659,Screen 2x3,Screen,2025-10-31,6,Friday,10,10,1960645
MIP-02660,TV Sony 65 Inch,TV,2025-11-06,4,Thursday,11,5,2949531
MIP-02661,Epson 10000 Lumens,Proyektor,2025-09-24,8,Wednesday,9,5,12919476
MIP-02662,TV Panasonic 43 Inch,TV,2025-04-01,5,Tuesday,4,8,1162286
MIP-02663,TV LG 43 Inch,TV,2025-07-25,1,Friday,7,8,249410
MIP-02664,Epson 6000 Lumens,Proyektor,2024-01-28,3,Sunday,1,12,2808980
MIP-02665,Epson 10000 Lumens,Proyektor,2025-03-28,9,Friday,3,2,17138698
MIP-02666,TV LG 43 Inch,TV,2024-12-21,7,Saturday,12,5,2032923
MIP-02667,Screen 2x3,Screen,2025-11-12,1,Wednesday,11,17,398306
MIP-02668,TV Sony 65 Inch,TV,2025-02-22,9,Saturday,2,4,7299632
MIP-02669,TV Samsung 75 Inch,TV,2025-07-26,1,Saturday,7,6,1699165
MIP-02670,TV Sony 65 Inch,TV,2024-02-26,10,Monday,2,3,7190207
MIP-02671,Screen 2x3,Screen,2025-08-28,7,Thursday,8,10,2513163
MIP-02672,Screen 3x4,Screen,2025-02-04,7,Tuesday,2,5,3418827
MIP-02673,TV Panasonic 43 Inch,TV,2025-10-20,9,Monday,10,14,2114975
MIP-02674,TV Samsung 75 Inch,TV,2025-08-12,3,Tuesday,8,2,4664244
MIP-02675,Epson 6000 Lumens,Proyektor,2025-07-26,1,Saturday,7,1,836458
MIP-02676,TV Samsung 50 Inch,TV,2025-07-12,4,Saturday,7,9,1852287
MIP-02677,Epson 10000 Lumens,Proyektor,2025-10-17,7,Friday,10,3,11572945
MIP-02678,Epson 10000 Lumens,Proyektor,2024-01-08,8,Monday,1,2,12698372
MIP-02679,Screen 2x3,Screen,2025-04-09,6,Wednesday,4,8,2153654
MIP-02680,TV Sony 65 Inch,TV,2024-06-12,4,Wednesday,6,3,3458853
MIP-02681,Epson 10000 Lumens,Proyektor,2024-03-07,2,Thursday,3,2,3298076
MIP-02682,TV Samsung 75 Inch,TV,2024-09-30,7,Monday,9,7,11985199
MIP-02683,Screen 3x4,Screen,2024-03-25,9,Monday,3,5,4452580
MIP-02684,TV LG 43 Inch,TV,2024-10-17,7,Thursday,10,7,1695270
MIP-02685,Screen 2x3,Screen,2024-01-13,10,Saturday,1,15,3404688
MIP-02686,Screen 3x4,Screen,2025-10-14,10,Tuesday,10,10,5732792
MIP-02687,TV Samsung 50 Inch,TV,2024-01-22,9,Monday,1,10,4469553
MIP-02688,TV Samsung 50 Inch,TV,2024-04-17,8,Wednesday,4,10,3308797
MIP-02689,Screen 2x3,Screen,2025-09-24,3,Wednesday,9,13,918274
MIP-02690,TV Sony 65 Inch,TV,2025-06-23,7,Monday,6,5,6922754
MIP-02691,TV Panasonic 43 Inch,TV,2025-02-28,7,Friday,2,10,1868914
MIP-02692,TV LG 43 Inch,TV,2024-10-04,6,Friday,10,2,1460862
MIP-02693,TV LG 43 Inch,TV,2024-12-18,1,Wednesday,12,1,297247
MIP-02694,TV Samsung 50 Inch,TV,2025-04-05,4,Saturday,4,11,1791389
MIP-02695,TV LG 43 Inch,TV,2024-01-05,5,Friday,1,2,1257165
MIP-02696,Epson 10000 Lumens,Proyektor,2024-07-16,10,Tuesday,7,1,19164824
MIP-02697,TV Samsung 75 Inch,TV,2025-08-22,10,Friday,8,6,16950351
MIP-02698,TV Samsung 50 Inch,TV,2025-08-07,3,Thursday,8,1,1330565
MIP-02699,TV Panasonic 43 Inch,TV,2025-08-11,4,Monday,8,3,854070
MIP-02700,TV Samsung 75 Inch,TV,2024-05-19,3,Sunday,5,2,4784656
MIP-02701,Epson 10000 Lumens,Proyektor,2024-07-21,7,Sunday,7,1,13364674
MIP-02702,TV LG 43 Inch,TV,2024-04-12,4,Friday,4,6,1066683
MIP-02703,TV Samsung 75 Inch,TV,2025-05-22,1,Thursday,5,5,1311627
MIP-02704,Epson 10000 Lumens,Proyektor,2024-07-25,5,Thursday,7,1,8522342
MIP-02705,Epson 6000 Lumens,Proyektor,2025-10-25,10,Saturday,10,13,8218101
MIP-02706,Epson 10000 Lumens,Proyektor,2024-07-06,9,Saturday,7,3,17724870
MIP-02707,TV Sony 65 Inch,TV,2025-01-11,5,Saturday,1,2,4287531
MIP-02708,Epson 6000 Lumens,Proyektor,2025-03-13,8,Thursday,3,7,7015016
MIP-02709,TV Sony 65 Inch,TV,2024-09-01,2,Sunday,9,4,1776922
MIP-02710,TV LG 43 Inch,TV,2024-12-04,4,Wednesday,12,9,1082012
MIP-02711,TV Sony 65 Inch,TV,2025-05-29,1,Thursday,5,1,711406
MIP-02712,TV LG 43 Inch,TV,2024-11-16,10,Saturday,11,6,2234960
MIP-02713,TV LG 43 Inch,TV,2024-12-04,5,Wednesday,12,4,1395073
MIP-02714,Screen 2x3,Screen,2024-06-20,2,Thursday,6,19,758800
MIP-02715,TV LG 43 Inch,TV,2025-02-21,9,Friday,2,9,2581457
MIP-02716,TV Panasonic 43 Inch,TV,2025-01-16,8,Thursday,1,8,2116775
MIP-02717,TV Samsung 75 Inch,TV,2024-02-02,5,Friday,2,1,6875789
MIP-02718,Screen 3x4,Screen,2025-11-05,3,Wednesday,11,7,1543367
MIP-02719,TV Samsung 75 Inch,TV,2024-02-09,7,Friday,2,8,9354421
MIP-02720,Screen 2x3,Screen,2024-06-16,2,Sunday,6,15,826429
MIP-02721,Screen 3x4,Screen,2024-03-30,9,Saturday,3,3,5654073
MIP-02722,Screen 2x3,Screen,2024-10-11,5,Friday,10,6,1734484
MIP-02723,TV Samsung 75 Inch,TV,2025-08-05,3,Tuesday,8,7,5062982
MIP-02724,Epson 6000 Lumens,Proyektor,2024-12-24,5,Tuesday,12,13,5143803
MIP-02725,TV Samsung 75 Inch,TV,2025-06-11,5,Wednesday,6,1,8521243
MIP-02726,Epson 10000 Lumens,Proyektor,2024-08-05,10,Monday,8,1,16557677
MIP-02727,TV Samsung 75 Inch,TV,2024-08-07,7,Wednesday,8,1,10362828
MIP-02728,TV Sony 65 Inch,TV,2025-09-16,6,Tuesday,9,5,5111059
MIP-02729,Screen 3x4,Screen,2025-08-16,7,Saturday,8,8,4123087
MIP-02730,Epson 6000 Lumens,Proyektor,2025-12-11,7,Thursday,12,15,7327519
MIP-02731,TV Samsung 50 Inch,TV,2025-01-17,5,Friday,1,2,2149233
MIP-02732,Screen 3x4,Screen,2025-03-20,4,Thursday,3,5,2055385
MIP-02733,Screen 3x4,Screen,2025-10-22,5,Wednesday,10,4,2369137
MIP-02734,TV LG 43 Inch,TV,2025-02-24,3,Monday,2,3,712978
MIP-02735,TV Sony 65 Inch,TV,2024-04-12,1,Friday,4,2,840582
MIP-02736,Screen 3x4,Screen,2025-02-15,6,Saturday,2,3,3289888
MIP-02737,Screen 3x4,Screen,2025-10-30,8,Thursday,10,5,4505381
MIP-02738,TV LG 43 Inch,TV,2024-01-13,9,Saturday,1,8,1923574
MIP-02739,Epson 6000 Lumens,Proyektor,2024-02-06,1,Tuesday,2,1,823794
MIP-02740,TV LG 43 Inch,TV,2025-07-05,6,Saturday,7,3,1317751
MIP-02741,TV LG 43 Inch,TV,2025-12-28,10,Sunday,12,1,2987425
MIP-02742,TV Panasonic 43 Inch,TV,2024-08-18,10,Sunday,8,1,2213905
MIP-02743,TV LG 43 Inch,TV,2024-06-23,1,Sunday,6,10,291316
MIP-02744,Epson 6000 Lumens,Proyektor,2024-07-18,4,Thursday,7,3,3636996
MIP-02745,TV Samsung 50 Inch,TV,2025-05-25,3,Sunday,5,2,1447962
MIP-02746,TV Samsung 50 Inch,TV,2024-06-29,3,Saturday,6,3,1284647
MIP-02747,TV Sony 65 Inch,TV,2024-05-12,5,Sunday,5,1,4200481
MIP-02748,TV LG 43 Inch,TV,2024-08-29,8,Thursday,8,2,2115022
MIP-02749,Epson 10000 Lumens,Proyektor,2024-03-03,5,Sunday,3,2,9788017
MIP-02750,TV Sony 65 Inch,TV,2025-03-18,2,Tuesday,3,4,1535944
MIP-02751,TV Samsung 75 Inch,TV,2025-09-23,1,Tuesday,9,4,1385303
MIP-02752,Screen 3x4,Screen,2024-08-23,7,Friday,8,2,4088456
MIP-02753,TV Sony 65 Inch,TV,2024-07-09,7,Tuesday,7,4,5977966
MIP-02754,TV Samsung 50 Inch,TV,2024-09-29,6,Sunday,9,12,2832898
MIP-02755,TV Samsung 50 Inch,TV,2025-06-30,7,Monday,6,5,3858559
MIP-02756,Epson 6000 Lumens,Proyektor,2025-04-01,7,Tuesday,4,13,5192178
MIP-02757,Screen 3x4,Screen,2025-06-27,2,Friday,6,4,1251281
MIP-02758,TV Panasonic 43 Inch,TV,2025-03-13,4,Thursday,3,11,1129576
MIP-02759,Epson 6000 Lumens,Proyektor,2025-01-22,6,Wednesday,1,8,4982215
MIP-02760,TV Sony 65 Inch,TV,2025-10-29,6,Wednesday,10,3,5298639
MIP-02761,Epson 10000 Lumens,Proyektor,2025-02-12,9,Wednesday,2,5,17709409
MIP-02762,Screen 3x4,Screen,2025-10-24,7,Friday,10,5,4352187
MIP-02763,TV LG 43 Inch,TV,2024-06-26,10,Wednesday,6,8,2892315
MIP-02764,TV LG 43 Inch,TV,2024-11-06,6,Wednesday,11,9,1513767
MIP-02765,TV LG 43 Inch,TV,2025-02-28,5,Friday,2,3,1135727
MIP-02766,TV Sony 65 Inch,TV,2025-07-19,8,Saturday,7,2,6345145
MIP-02767,TV Panasonic 43 Inch,TV,2024-09-12,2,Thursday,9,1,545961
MIP-02768,Epson 6000 Lumens,Proyektor,2025-01-29,2,Wednesday,1,11,1531168
MIP-02769,Screen 3x4,Screen,2024-03-28,6,Thursday,3,5,3466231
MIP-02770,Epson 10000 Lumens,Proyektor,2025-12-01,10,Monday,12,1,17119697
MIP-02771,TV Samsung 50 Inch,TV,2025-06-15,3,Sunday,6,6,1634625
MIP-02772,TV Sony 65 Inch,TV,2025-12-30,8,Tuesday,12,3,7962521
MIP-02773,Epson 10000 Lumens,Proyektor,2025-01-04,1,Saturday,1,4,1578745
MIP-02774,TV LG 43 Inch,TV,2024-03-16,5,Saturday,3,2,1215176
MIP-02775,Screen 3x4,Screen,2025-02-07,5,Friday,2,6,2690352
MIP-02776,Screen 3x4,Screen,2024-08-26,5,Monday,8,10,3019882
MIP-02777,TV Sony 65 Inch,TV,2025-07-12,2,Saturday,7,5,1742775
MIP-02778,TV Samsung 50 Inch,TV,2025-02-27,10,Thursday,2,5,4115652
MIP-02779,Epson 6000 Lumens,Proyektor,2025-11-14,8,Friday,11,13,6218357
MIP-02780,TV Sony 65 Inch,TV,2024-11-10,8,Sunday,11,5,5644550
MIP-02781,TV Samsung 50 Inch,TV,2024-09-18,7,Wednesday,9,6,3241402
MIP-02782,TV Samsung 50 Inch,TV,2025-03-31,7,Monday,3,5,3367100
MIP-02783,TV Panasonic 43 Inch,TV,2025-08-30,3,Saturday,8,13,650671
MIP-02784,Screen 2x3,Screen,2024-07-20,4,Saturday,7,16,1225112
MIP-02785,Screen 3x4,Screen,2025-11-20,6,Thursday,11,3,3083465
MIP-02786,TV Samsung 50 Inch,TV,2024-09-25,9,Wednesday,9,9,4082391
MIP-02787,Epson 10000 Lumens,Proyektor,2025-07-22,9,Tuesday,7,3,14339766
MIP-02788,TV Panasonic 43 Inch,TV,2025-11-10,9,Monday,11,10,2375362
MIP-02789,Epson 10000 Lumens,Proyektor,2024-08-20,5,Tuesday,8,5,9505267
MIP-02790,TV LG 43 Inch,TV,2025-08-23,7,Saturday,8,5,1524879
MIP-02791,Epson 10000 Lumens,Proyektor,2024-03-12,8,Tuesday,3,2,13143801
MIP-02792,TV Samsung 75 Inch,TV,2024-09-21,8,Saturday,9,5,13336257
MIP-02793,TV Panasonic 43 Inch,TV,2024-10-26,6,Saturday,10,9,1454904
MIP-02794,Epson 10000 Lumens,Proyektor,2024-05-24,5,Friday,5,4,8237166
MIP-02795,Epson 10000 Lumens,Proyektor,2025-12-30,2,Tuesday,12,2,4201999
MIP-02796,Epson 6000 Lumens,Proyektor,2024-06-12,4,Wednesday,6,8,3325385
MIP-02797,Screen 3x4,Screen,2025-07-14,7,Monday,7,8,3554580
